matrix_index,segment_id,role,contract
3311,3311,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3312,3312,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3313,3313,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3314,3314,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3315,3315,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3316,3316,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3317,3317,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3318,3318,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3319,3319,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3320,3320,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3321,3321,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3322,3322,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3323,3323,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3324,3324,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3325,3325,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3326,3326,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3327,3327,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3328,3328,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3329,3329,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3330,3330,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3331,3331,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3332,3332,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3333,3333,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3334,3334,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3335,3335,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3336,3336,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
3337,3337,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
